Person_ID,Identification_Confidence,Evidence_Type,Member_Type,Outbound_start_station_id,Outbound_end_station_id,Return_start_station_id,Return_end_station_id,Outbound_Undock_Time,Outbound_Redock_Time,Return_Undock_Time,Outbound_Date,Return_Date,Outbound_Bike_Time_Minutes,Time_At_Destination,Outbound_Ride_ID,Return_Ride_ID,Number_Of_Matched_Pairs,Pattern_Consistency,Quasi_Identifier,Why_Not_Anonymous,Anonymity_Set_Size,Uniqueness_Score,K_Anonymity_Violated,Privacy_Risk_Level
COMMUTER_casual_Massachusetts Ave at Boylston St.~Church St,HIGH,Matched Outbound + Return Journey,casual,B32065,M32087,M32087,B32065,12:40,12:40,17:22,2025-10-11,2025-10-11,0,4h 42m,4627B69A27A13D98,C256D0AB507E0AB4,2,Arrival times within ±0 minutes,"(casual, Massachusetts Ave at Boylston St. -> Church St, ~760)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Chinatown T Stop~Canal St at Causeway St,HIGH,Matched Outbound + Return Journey,member,D32019,A32046,A32046,D32019,09:50,09:50,16:24,2025-10-26,2025-10-26,0,6h 34m,1421DBF979A410E1,45E4093E0D72EEDE,2,Arrival times within ±0 minutes,"(member, Chinatown T Stop -> Canal St at Causeway St, ~590)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Main St at Salem St~Valenti Way at Haverhill St,HIGH,Matched Outbound + Return Journey,casual,D32064,A32053,A32053,D32064,13:35,13:35,20:55,2025-10-04,2025-10-04,0,7h 20m,BDAACD6BEB5C3A50,C8C4E1B6DFB828FB,2,Arrival times within ±0 minutes,"(casual, Main St at Salem St -> Valenti Way at Haverhill St, ~815)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Harvard St at Greene-Rose Heritage Park~Kendall T,HIGH,Matched Outbound + Return Journey,member,M32055,M32004,M32004,M32055,11:40,11:40,16:15,2025-10-28,2025-10-28,0,4h 35m,B962B97F46B50718,BDFD80BE950B4305,2,Arrival times within ±3 minutes,"(member, Harvard St at Greene-Rose Heritage Park -> Kendall T, ~700)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Cambridge Dept. of Public Works -147 Hampshire St.~Kendall T,HIGH,Matched Outbound + Return Journey,member,M32052,M32004,M32004,M32052,08:04,08:04,16:06,2025-10-02,2025-10-02,0,8h 2m,4747ECB404E47655,A6E9BF615CC7D3CB,2,Arrival times within ±3 minutes,"(member, Cambridge Dept. of Public Works -147 Hampshire St. -> Kendall T, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Commonwealth Ave at Agganis Way~Park Dr at Buswell St,HIGH,Matched Outbound + Return Journey,casual,A32002,A32008,A32008,A32002,02:50,02:50,15:47,2025-10-05,2025-10-05,0,12h 57m,3B1D382D33AECADA,290AA45E0D638A0D,2,Arrival times within ±2 minutes,"(casual, Commonwealth Ave at Agganis Way -> Park Dr at Buswell St, ~170)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Shawmut Ave at Lenox St~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,D32059,B32002,B32002,D32059,09:10,09:10,16:20,2025-10-16,2025-10-16,0,7h 10m,B2DD12E0948D5612,DDBC6B697BF966E8,2,Arrival times within ±0 minutes,"(member, Shawmut Ave at Lenox St -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~550)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Brookline Village MBTA at Pearl Street~Riverway at Brookline Ave,HIGH,Matched Outbound + Return Journey,member,K32003,A32056,A32056,K32003,10:18,10:18,17:03,2025-10-26,2025-10-26,0,6h 45m,BB8EBDC6E03A0CEA,019417FB2D27AFE5,2,Arrival times within ±1 minutes,"(member, Brookline Village MBTA at Pearl Street -> Riverway at Brookline Ave, ~615)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Mugar Way at Beacon St~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,D32017,D32039,D32039,D32017,08:14,08:14,19:10,2025-10-17,2025-10-17,0,10h 56m,35832DC7393DECEC,EB131967BB390FFF,2,Arrival times within ±2 minutes,"(member, Mugar Way at Beacon St -> Charlestown Navy Yard, ~490)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Commonwealth Ave at Agganis Way~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,casual,A32002,B32060,B32060,A32002,12:49,12:49,19:04,2025-10-04,2025-10-04,0,6h 15m,D0B2DE11BD6FE647,D9904BA4A78F7B72,2,Arrival times within ±1 minutes,"(casual, Commonwealth Ave at Agganis Way -> Commonwealth Ave at Granby St, ~765)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Medford St at Charlestown BCYF~Warren St at Chelsea St,HIGH,Matched Outbound + Return Journey,casual,D32037,D32021,D32021,D32037,11:01,11:01,19:23,2025-10-05,2025-10-05,0,8h 22m,D179737C6D6B6295,2090C3458F9058FC,2,Arrival times within ±2 minutes,"(casual, Medford St at Charlestown BCYF -> Warren St at Chelsea St, ~660)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_South Station - 700 Atlantic Ave~Blossom St at Charles St,HIGH,Matched Outbound + Return Journey,member,A32010,D32050,D32050,A32010,11:26,11:26,19:18,2025-10-30,2025-10-30,0,7h 52m,5527101F90B3E319,C2C1E18128ADA449,2,Arrival times within ±3 minutes,"(member, South Station - 700 Atlantic Ave -> Blossom St at Charles St, ~685)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Forsyth St at Huntington Ave~Roxbury Crossing T Stop - Columbus Ave at Tremont St,HIGH,Matched Outbound + Return Journey,member,B32062,C32001,C32001,B32062,00:09,00:09,23:29,2025-10-27,2025-10-27,0,23h 20m,1F7B162EEEDC0F33,0CA713D587FDD9CF,2,Arrival times within ±3 minutes,"(member, Forsyth St at Huntington Ave -> Roxbury Crossing T Stop - Columbus Ave at Tremont St, ~5)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Tremont St at E Berkeley St~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,C32000,D32016,D32016,C32000,06:54,06:54,19:25,2025-10-02,2025-10-02,0,12h 31m,672AC0D6857468FA,FB8562A6408673C9,2,Arrival times within ±1 minutes,"(member, Tremont St at E Berkeley St -> Charles Circle - Charles St at Cambridge St, ~410)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Mugar Way at Beacon St~Back Bay T Stop - Dartmouth St at Stuart St,HIGH,Matched Outbound + Return Journey,member,D32017,C32003,C32003,D32017,06:18,06:18,18:16,2025-10-01,2025-10-01,0,11h 58m,FD2C4BADFB53E054,601B9C60614BE737,2,Arrival times within ±4 minutes,"(member, Mugar Way at Beacon St -> Back Bay T Stop - Dartmouth St at Stuart St, ~375)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Mugar Way at Beacon St~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,D32017,D32016,D32016,D32017,07:19,07:19,18:17,2025-10-31,2025-10-31,0,10h 58m,1BB28163A91F636F,B5DCD1AC72113AEF,2,Arrival times within ±1 minutes,"(member, Mugar Way at Beacon St -> Charles Circle - Charles St at Cambridge St, ~435)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_MIT at Mass Ave / Amherst St~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,M32006,D32016,D32016,M32006,07:41,07:41,19:41,2025-10-01,2025-10-01,0,12h 0m,0541DB1C34FC863D,BF4D495C0A4E3FB7,2,Arrival times within ±1 minutes,"(member, MIT at Mass Ave / Amherst St -> Charles Circle - Charles St at Cambridge St, ~460)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Arsenal Yards~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,W32004,D32016,D32016,W32004,07:13,07:13,17:50,2025-10-01,2025-10-01,0,10h 37m,56D14F4DC5346AC5,47C02DDEC27AF259,2,Arrival times within ±2 minutes,"(member, Arsenal Yards -> Charles Circle - Charles St at Cambridge St, ~430)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Airport T Stop - Bremen St at Brooks St~Lewis Mall Wharf,HIGH,Matched Outbound + Return Journey,casual,A32055,A32057,A32057,A32055,16:23,16:23,21:10,2025-10-05,2025-10-05,0,4h 47m,DB8906607539C49E,7F87956AEECB25D9,2,Arrival times within ±0 minutes,"(casual, Airport T Stop - Bremen St at Brooks St -> Lewis Mall Wharf, ~980)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_55 Wheeler Street~Alewife MBTA at Steel Place,HIGH,Matched Outbound + Return Journey,casual,M32088,M32046,M32046,M32088,07:36,07:36,16:27,2025-10-24,2025-10-24,0,8h 51m,5698614F254BE1F7,9CECFF0E2A5745E4,2,Arrival times within ±1 minutes,"(casual, 55 Wheeler Street -> Alewife MBTA at Steel Place, ~455)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Aquarium T Stop - 200 Atlantic Ave~Atlantic Ave at Beach St,HIGH,Matched Outbound + Return Journey,member,B32004,A32020,A32020,B32004,08:52,08:52,14:43,2025-10-20,2025-10-20,0,5h 51m,0983AFF9B330FAD6,C4A8D5C8A0CBC5E1,2,Arrival times within ±0 minutes,"(member, Aquarium T Stop - 200 Atlantic Ave -> Atlantic Ave at Beach St, ~530)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Washington St at Rutland St~Northampton St at Fellows St,HIGH,Matched Outbound + Return Journey,member,C32006,C32068,C32068,C32006,12:24,12:24,19:39,2025-10-18,2025-10-18,0,7h 15m,3E951DCD596D035F,69EC91068C99FED7,2,Arrival times within ±0 minutes,"(member, Washington St at Rutland St -> Northampton St at Fellows St, ~740)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Lewis Wharf at Atlantic Ave~Aquarium T Stop - 200 Atlantic Ave,HIGH,Matched Outbound + Return Journey,casual,D32006,B32004,B32004,D32006,11:31,11:31,16:33,2025-10-28,2025-10-28,0,5h 2m,6029640F20AADB23,4918EEC44AB41623,2,Arrival times within ±2 minutes,"(casual, Lewis Wharf at Atlantic Ave -> Aquarium T Stop - 200 Atlantic Ave, ~690)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Ames St at Main St~Binney St / Sixth St,HIGH,Matched Outbound + Return Journey,member,M32037,M32027,M32027,M32037,07:14,07:14,12:14,2025-10-14,2025-10-14,0,5h 0m,AB7C600B3B463248,5D75D6B0F0CBEA58,2,Arrival times within ±0 minutes,"(member, Ames St at Main St -> Binney St / Sixth St, ~430)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Washington St at Waltham St~Northampton St at Fellows St,HIGH,Matched Outbound + Return Journey,member,D32002,C32068,C32068,D32002,05:57,05:57,17:29,2025-10-17,2025-10-17,0,11h 32m,F48B76BF8A0D1F10,9AF53A7EDB4E8647,2,Arrival times within ±3 minutes,"(member, Washington St at Waltham St -> Northampton St at Fellows St, ~355)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Harvard University Radcliffe Quadrangle at Shepard St / Garden St~55 Wheeler Street,HIGH,Matched Outbound + Return Journey,member,M32024,M32088,M32088,M32024,14:54,14:54,18:59,2025-10-19,2025-10-19,0,4h 5m,52E0005E7323487A,653638ABF2B2BEA0,2,Arrival times within ±0 minutes,"(member, Harvard University Radcliffe Quadrangle at Shepard St / Garden St -> 55 Wheeler Street, ~890)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Teele Square~Binney St / Sixth St,HIGH,Matched Outbound + Return Journey,member,S32011,M32027,M32027,S32011,08:26,08:26,16:56,2025-10-21,2025-10-21,0,8h 30m,50B18C22576CB8D2,4443DB42485AAE5C,2,Arrival times within ±1 minutes,"(member, Teele Square -> Binney St / Sixth St, ~505)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Kennedy-Longfellow School 158 Spring St~Binney St / Sixth St,HIGH,Matched Outbound + Return Journey,member,M32065,M32027,M32027,M32065,05:53,05:53,19:12,2025-10-08,2025-10-08,0,13h 19m,96E797CE9971C461,E23FC11B10BA4197,2,Arrival times within ±0 minutes,"(member, Kennedy-Longfellow School 158 Spring St -> Binney St / Sixth St, ~350)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Lewis Wharf at Atlantic Ave~Aquarium T Stop - 200 Atlantic Ave,HIGH,Matched Outbound + Return Journey,member,D32006,B32004,B32004,D32006,09:03,09:03,14:49,2025-10-11,2025-10-11,0,5h 46m,04897271FC18F0CF,EFEA2503E3D501EB,2,Arrival times within ±0 minutes,"(member, Lewis Wharf at Atlantic Ave -> Aquarium T Stop - 200 Atlantic Ave, ~540)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Bunker Hill Community College~Binney St / Sixth St,HIGH,Matched Outbound + Return Journey,member,A32023,M32027,M32027,A32023,07:40,07:40,17:18,2025-10-16,2025-10-16,0,9h 38m,A0B03426919F2EE1,0C392C4FE7E0D02D,2,Arrival times within ±2 minutes,"(member, Bunker Hill Community College -> Binney St / Sixth St, ~460)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Nubian Square - Bolling Building~Northampton St at Fellows St,HIGH,Matched Outbound + Return Journey,member,B32017,C32068,C32068,B32017,12:45,12:45,23:34,2025-10-01,2025-10-01,0,10h 49m,74008DB8E3164654,ED992F09900D5B4D,2,Arrival times within ±3 minutes,"(member, Nubian Square - Bolling Building -> Northampton St at Fellows St, ~765)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_JFK/UMass T Stop~University of Massachusetts Boston - Campus Center,HIGH,Matched Outbound + Return Journey,casual,C32013,C32014,C32014,C32013,02:18,02:18,21:18,2025-10-11,2025-10-11,0,19h 0m,2AC3C848E5266058,2AE5A0C1DA23BE97,2,Arrival times within ±1 minutes,"(casual, JFK/UMass T Stop -> University of Massachusetts Boston - Campus Center, ~135)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_MIT at Mass Ave / Amherst St~University Park,HIGH,Matched Outbound + Return Journey,member,M32006,M32040,M32040,M32006,10:54,10:54,15:44,2025-10-05,2025-10-05,0,4h 50m,F6873F7A5E735925,84E45A83E6947BFE,2,Arrival times within ±1 minutes,"(member, MIT at Mass Ave / Amherst St -> University Park, ~650)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_MIT at Mass Ave / Amherst St~University Park,HIGH,Matched Outbound + Return Journey,casual,M32006,M32040,M32040,M32006,12:09,12:09,17:00,2025-10-05,2025-10-05,0,4h 51m,FDCE1DB7A432E95D,9EE1678867006DE7,2,Arrival times within ±1 minutes,"(casual, MIT at Mass Ave / Amherst St -> University Park, ~725)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Washington St at Myrtle St~Galileo Galilei Way at Fulkerson St/Binney St,HIGH,Matched Outbound + Return Journey,member,S32021,M32078,M32078,S32021,07:58,07:58,16:50,2025-10-01,2025-10-01,0,8h 52m,68D0E7CB09A99E04,B91FD7FB9B85942D,2,Arrival times within ±1 minutes,"(member, Washington St at Myrtle St -> Galileo Galilei Way at Fulkerson St/Binney St, ~475)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Tremont St at Northampton St~Brookline Town Hall,HIGH,Matched Outbound + Return Journey,member,C32056,K32005,K32005,C32056,08:32,08:32,19:02,2025-10-01,2025-10-01,0,10h 30m,58BA2F04E509EF30,B78D023355615B61,2,Arrival times within ±2 minutes,"(member, Tremont St at Northampton St -> Brookline Town Hall, ~510)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Boylston St at Exeter St~Chinatown T Stop,HIGH,Matched Outbound + Return Journey,member,D32046,D32019,D32019,D32046,13:16,13:16,20:24,2025-10-15,2025-10-15,0,7h 8m,FF07023F7B52134D,01425CF12B487C2B,2,Arrival times within ±2 minutes,"(member, Boylston St at Exeter St -> Chinatown T Stop, ~795)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Aquarium T Stop - 200 Atlantic Ave~South Station - 700 Atlantic Ave,HIGH,Matched Outbound + Return Journey,casual,B32004,A32010,A32010,B32004,01:32,01:32,15:04,2025-10-04,2025-10-04,0,13h 32m,AA249725EB38DAE4,B7DCC5609EE779B1,2,Arrival times within ±1 minutes,"(casual, Aquarium T Stop - 200 Atlantic Ave -> South Station - 700 Atlantic Ave, ~90)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Gilman Square T at Medford St~Grove St at Community Path,HIGH,Matched Outbound + Return Journey,member,S32046,S32019,S32019,S32046,11:22,11:22,19:57,2025-10-05,2025-10-05,0,8h 35m,8AF41D091C33A02D,745D3DBFC5C1C95A,2,Arrival times within ±2 minutes,"(member, Gilman Square T at Medford St -> Grove St at Community Path, ~680)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Sennott Park Broadway at Norfolk Street~Sennott Park Broadway at Norfolk Street,HIGH,Matched Outbound + Return Journey,member,M32063,M32063,M32063,M32063,00:29,00:29,17:14,2025-10-19,2025-10-19,0,16h 45m,AF5A843115124793,77B924FA78832631,2,Arrival times within ±0 minutes,"(member, Sennott Park Broadway at Norfolk Street -> Sennott Park Broadway at Norfolk Street, ~25)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Northern Strand at Salem Street~Northern Strand at Salem Street,HIGH,Matched Outbound + Return Journey,casual,R32004,R32004,R32004,R32004,11:30,11:30,16:17,2025-10-19,2025-10-19,0,4h 47m,E061CE5179A4A4E4,829740787AB9F735,2,Arrival times within ±0 minutes,"(casual, Northern Strand at Salem Street -> Northern Strand at Salem Street, ~690)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Grove St at Community Path~Grove St at Community Path,HIGH,Matched Outbound + Return Journey,casual,S32019,S32019,S32019,S32019,10:37,10:37,18:39,2025-10-05,2025-10-05,0,8h 2m,D85B44CBDBEEA730,537DA6D26EF2856B,2,Arrival times within ±1 minutes,"(casual, Grove St at Community Path -> Grove St at Community Path, ~635)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Broadway at Central St~Grove St at Community Path,HIGH,Matched Outbound + Return Journey,member,S32016,S32019,S32019,S32016,09:59,09:59,21:38,2025-10-10,2025-10-10,0,11h 39m,7040B7F67B7A0804,3E3EFB15EAFA03DD,2,Arrival times within ±1 minutes,"(member, Broadway at Central St -> Grove St at Community Path, ~595)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Harvard University Gund Hall at Quincy St / Kirkland St~Harvard University Radcliffe Quadrangle at Shepard St / Garden St,HIGH,Matched Outbound + Return Journey,member,M32021,M32024,M32024,M32021,11:37,11:37,18:54,2025-10-03,2025-10-03,0,7h 17m,D5456CE85FF8A5C1,5117B3C04C6D73ED,2,Arrival times within ±1 minutes,"(member, Harvard University Gund Hall at Quincy St / Kirkland St -> Harvard University Radcliffe Quadrangle at Shepard St / Garden St, ~695)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Albany St at E. Brookline St~Troy Boston,HIGH,Matched Outbound + Return Journey,member,C32061,C32035,C32035,C32061,14:29,14:29,18:34,2025-10-23,2025-10-23,0,4h 5m,7893666698181D16,5EAA62A8BEE51CD2,2,Arrival times within ±3 minutes,"(member, Albany St at E. Brookline St -> Troy Boston, ~865)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Addison St at Saratoga St~Orient Heights T Stop - Bennington St at Saratoga St,HIGH,Matched Outbound + Return Journey,casual,A32054,A32035,A32035,A32054,08:21,08:21,20:17,2025-10-23,2025-10-23,0,11h 56m,C745C13DBBA2971F,1B2CFA929DC1E0EF,2,Arrival times within ±3 minutes,"(casual, Addison St at Saratoga St -> Orient Heights T Stop - Bennington St at Saratoga St, ~500)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_359 Broadway - Broadway at Fayette Street~Sennott Park Broadway at Norfolk Street,HIGH,Matched Outbound + Return Journey,member,M32026,M32063,M32063,M32026,06:58,06:58,17:58,2025-10-03,2025-10-03,0,11h 0m,DDE159B4B9760E44,A35C1E168E33A882,2,Arrival times within ±0 minutes,"(member, 359 Broadway - Broadway at Fayette Street -> Sennott Park Broadway at Norfolk Street, ~415)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_University of Massachusetts Boston - Campus Center~JFK/UMass T Stop,HIGH,Matched Outbound + Return Journey,casual,C32014,C32013,C32013,C32014,17:58,17:58,22:40,2025-10-04,2025-10-04,0,4h 42m,F1FDCC476FD2FAF1,6D140BE5C2C7B475,2,Arrival times within ±0 minutes,"(casual, University of Massachusetts Boston - Campus Center -> JFK/UMass T Stop, ~1075)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Newbury St at Hereford St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,B32000,M32037,M32037,B32000,08:57,08:57,17:42,2025-10-07,2025-10-07,0,8h 45m,AE4785C8EA88347A,DD4A3DFB13C1464E,2,Arrival times within ±1 minutes,"(member, Newbury St at Hereford St -> Ames St at Main St, ~535)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Gore Street at Lambert Street~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32081,M32037,M32037,M32081,10:52,10:52,18:24,2025-10-02,2025-10-02,0,7h 32m,BBD33F305232FCB6,B17D4A3A70D4642A,2,Arrival times within ±3 minutes,"(member, Gore Street at Lambert Street -> Ames St at Main St, ~650)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_University Park~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32040,M32037,M32037,M32040,12:05,12:05,17:29,2025-10-15,2025-10-15,0,5h 24m,419BDF265311125B,4E677EBCA5A7BDE7,2,Arrival times within ±0 minutes,"(member, University Park -> Ames St at Main St, ~725)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Back Bay T Stop - Dartmouth St at Stuart St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,C32003,M32037,M32037,C32003,09:22,09:22,18:00,2025-10-27,2025-10-27,0,8h 38m,1425CE2F22B9A446,EFAE90FE4EC787C0,2,Arrival times within ±2 minutes,"(member, Back Bay T Stop - Dartmouth St at Stuart St -> Ames St at Main St, ~560)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Charles Circle - Charles St at Cambridge St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,D32016,M32037,M32037,D32016,08:43,08:43,19:14,2025-10-24,2025-10-24,0,10h 31m,834B1E7F325E2D8C,6DB0811A97E75A9D,2,Arrival times within ±3 minutes,"(member, Charles Circle - Charles St at Cambridge St -> Ames St at Main St, ~520)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32012,M32037,M32037,M32012,10:04,10:04,17:48,2025-10-31,2025-10-31,0,7h 44m,92AA37471FDA33F1,8E3DA4209D8F644E,2,Arrival times within ±2 minutes,"(member, Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St -> Ames St at Main St, ~600)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Ink Block - Harrison Ave at Herald St~Harrison Ave at E. Dedham St,HIGH,Matched Outbound + Return Journey,member,C32025,C32093,C32093,C32025,12:38,12:38,17:24,2025-10-03,2025-10-03,0,4h 46m,D8C2D4882C8E3793,649F326A7F96EA24,2,Arrival times within ±0 minutes,"(member, Ink Block - Harrison Ave at Herald St -> Harrison Ave at E. Dedham St, ~755)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Broadway T Stop~South Boston Library - 646 E Broadway,HIGH,Matched Outbound + Return Journey,casual,C32053,C32017,C32017,C32053,09:54,09:54,15:42,2025-10-19,2025-10-19,0,5h 48m,CC758975EE0EDC53,112F6E3C14C5709C,2,Arrival times within ±0 minutes,"(casual, Broadway T Stop -> South Boston Library - 646 E Broadway, ~590)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
